title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
Autoradiographic and Biochemical Observations on the Distribution of Non-Steroid Anti-Inflammatory Drugs,,1981,1981-01-01T00:00:00Z,Pharmacology & Pharmacy,"Rainsford, K. D.",0003-9780,250,180-194,,Journal Article,Archives Internationales De Pharmacodynamie Et De Therapie,<Go to ISI>://WOS:A1981LS45200001,"ISI Document Delivery No.: LS452 Times Cited: 46 Cited Reference Count: 25 Cited References: ATKINSON DC, 1976, AGENTS ACTIONS, V6, P657, DOI 10.1007/BF01971587 Beaver W T, 1966, Am J Med Sci, V251, P576 BEAVER WT, 1965, AM J MED SCI, V250, P577 BEYER KH, 1978, ARCH INT PHARMACOD T, V231, P180 BRUNE K, 1979, PHARMACOL THERAPEUT, V5, P199, DOI 10.1016/0163-7258(79)90085-8 BRUNE K, 1977, BIOCHEM PHARMACOL, V26, P1735, DOI 10.1016/0006-2952(77)90155-1 Brune K, 1977, Agents Actions Suppl, P9 BRUNE K, 1980, BRIT J CLIN PHARM S2, V10, P2795 CHATFIELD DH, 1978, XENOBIOTICA, V8, P133, DOI 10.3109/00498257809060392 EDELSON J, 1975, J PHARM SCI, V64, P1316, DOI 10.1002/jps.2600640812 GRAF P, 1975, EXPERIENTIA, V31, P951, DOI 10.1007/BF02358871 HANNAH J, 1978, J MED CHEM, V21, P1093, DOI 10.1021/jm00209a001 MEACOCK SCR, 1979, EUR J RHEUMATOL INFL, V3, P23 MORRIS CH, 1973, J PHARM SCI-US, V62, P1017, DOI 10.1002/jps.2600620638 PINCKARD RN, 1968, NATURE, V219, P68, DOI 10.1038/219068a0 RAINSFORD KD, UNPUBLISHED RAINSFORD KD, 1975, GUT, V16, P513 ROCHRAMEL F, 1978, J PHARMACOL EXP THER, V207, P737 SHEN TY, 1977, ADV DRUG RES, V12, P89 SMITH MJH, 1979, AGENTS ACTIONS, V9, P483, DOI 10.1007/BF01968116 SOFIA RD, 1975, J PHARM SCI, V64, P1321, DOI 10.1002/jps.2600640813 SWINGLE KF, 1975, ARCH INT PHARMACOD T, V214, P240 WHITEHOUSE MW, 1977, INFLAMMATION MECHANI, V3, P171 WINTER CA, 1979, J PHARMACOL EXP THER, V24, P678 YESAIR DW, 1970, BIOCH PHARMACOL, V19, P1589 Rainsford, kd schweitzer, a brune, k 49 0 2 Arch int pharmacodynamie Ghent"
,,,,,"Schweitzer, A.",,,,,,,,
,,,,,"Brune, K.",,,,,,,,
Bio-distribution in rats of some salicylates with low gastric ulcerogenicity,"The distribution of three radioactively labelled salicylate derivatives with low ulcerogenic activity was compared with that of acetylsalicylic acid (ASA) and salicylic acid using whole body autoradiography and liquid scintillation counting techniques in rats. The methyl ester of ASA (AME) was distributed in vivo very similarly to that observed with ASA and salicylic acid. AME is rapidly demethylated following absorption from the stomach and is subsequently converted to ASA and salicylate. Salicylate is the main metabolite produced from both AME and ASA, which specifically accumulates in inflamed tissues. The 3-methyl-and 6-methyl-substituted salicylic acids are not as rapidly absorbed as either ASA or salicylic acid and do not pass readily into the brain or bone marrow. These results show that the methyl (ester) group of AME (which adequately protects the gastric mucosa from damage caused by ASA itself) does not impair the quantity of pharmacologically active form of drug (salicylate and ASA) generated in vivo. However, insertion of the methyl group at the 3- and 6-position of salicylic acid markedly affects both absorption, distribution and pharmaco-activity of these acids. © 1980 Birkhäuser Verlag.",1980,1980-01-01T00:00:00Z,3 methylsalicylic acid c 14,"Rainsford, K. D.",00654299 (ISSN),10,457-464,10.1007/bf01968047,Journal Article,Agents and Actions,,"Cited By :16 Export Date: 25 January 2021 CODEN: AGACB Correspondence Address: Rainsford, K.D.; Lilly Research Centre Ltd, Erl Wood Manor, Windlesham, GU20 6PH, Surrey, United Kingdom Chemicals/CAS: 6-methylsalicylic acid, 567-61-3; Aspirin, 50-78-2; Salicylates; Salicylic Acids; methyl acetylsalicylic acid, 580-02-9 Manufacturers: new england nuclear, United States; radiochemical centre amersham, United Kingdom References: Whitehouse, M.W., Rainsford, K.D., Young, I.G., Ardlie, N.G., Brune, K., Alternatives to Aspirin Derived from Biological Sources (1977) Aspirin and Related Drugs: Their Actions and Uses, pp. 43-57. , K.D., Rainsford, K., Brune, M.W., Whitehouse, Agents and Actions, Suppl. 1, Birkhäuser, Basel; Rainsford, K.D., Whitehouse, M.W., Gastric Irritancy of Aspirin and its Congeners: Anti-Inflammatory Activity Without this Side-Effect (1976) J. Pharm. Pharmac., 28, pp. 83-86; Hannah, J., Rule, W.V., Jones, J., Matzuk, A.R., Kelly, K.W., Witzel, B.E., Holtz, W.J., Winter, C.A., Novel Analgesic-Anti-Inflammatory Salicylates (1978) J. Med. chem., 21, pp. 1093-1100; Glenn, E.M., Bowman, B.J., Rohloff, N.A., Anomalous Biological Effects of Salicylates and Prostaglandins (1979) Agents and Actions, 9, pp. 257-264; Rainsford, K.D., The Biochemical Pathology of Aspirin Induced Gastric Damage (1975) Agents and Actions, 5, pp. 326-344; Whitehouse, M.W., Rainsford, K.D., Side-Effects of Anti-Inflammatory Drugs: Are they Essential or can they be Circumvented? (1977) Inflammation Mechanisms and their Impact on Therapy, pp. 171-187. , I.L., Bonta, J., Thompson, K., Brune, Agents and Actions, Suppl. 3, Birkhäuser, Basel; Rainsford, K.D., Structure-Activity Relationships of Non-Steroid Anti-Inflammatory Drugs 1. Gastric Ulcerogenic Activity (1978) Agents and Actions, 8, pp. 587-605; Lightbody, T.D., Reid, J., Ortho-Cresotinate and Diabetes mellitus (1960) Br. med. J., 2, pp. 1704-1707; Cummings, A.J., Martin, B.K., A Kinetic Study of the Elimination of 3-Methyl Salicylic Acid and its Acetyl Derivative in Man (1965) Br. J. Pharmac., 25, pp. 470-480; Seth, P.K., Tangeri, K.K., Biochemical Effects of some Newer Salicylic Acid Congeners (1966) J. Pharm. Pharmac., 18, pp. 831-833; Sievertsson, H., Nilsson, J.L.G., Paalzow, L., The Analgesic Properties of Methylsalicylic Acids (1970) Acta Pharm. Suecica, 7, pp. 289-292; Von Kaulla, K.N., Ens, G., On Structure-Related Properties of Synthetic Organic Clot-Dissolving (Thrombolytic) Compounds (1967) Biochem. Pharmac., 16, pp. 1023-1034; Stafford, W.L., The Binding by Bovine Plasma and Plasma Fractions of Salicylic Acid and Some of its 3-Alkyl Analogues (1962) Biochem. Pharmac., 11, pp. 685-692; Brune, K., Gubler, H., Schweitzer, A., Autoradiographic Methods for the Evaluation of Ulcerogenic Effects of Anti-Inflammatory Drugs (1979) Pharmac, Ther., 5, pp. 199-207; K. Brune, K.D. Rainsford and A. Schweitzer, Biodistribution of Mild Analgesics., Br. J. Clin. Pharmac. (1980) (in press); Bruno, G.A., Christian, J.E., Correction of Quenching Associated with Liquid Scintillation Counting (1961) Anal. Chem., 33, pp. 650-651; Yesair, D.W., Coutinho, C.B., Method for Extraction and Separation of Drugs and Metabolites from Biological Tissue (1970) Biochem. Pharmac., 19, pp. 1569-1578; Morris, C.H., Christian, J.E., Landolt, R.R., Hansen, W.G., Metabolism of Aspirin in Rumen and Corpus Tissues of Rat Stomach During the First Four Minutes After Administration (1973) J. Pharm. Sci., 62, pp. 1017-1018; Baine, O., Adaon, G.F., Barton, J.W., Fitch, J.L., Swayampati, D.R., Jerskey, H., A Study of the Kolbe-Schmitt Reaction. II. The Carbonation of Phenols (1954) J. org. Chem., 19, p. 510; Birch, A.J., Massey-Westropp, R.A., Moyle, C.J., Studies in Relation to Biosynthesis VII 2-Hydroxy-6-methyl Benzoic Acid in Penicillium griseofolyum (1955) Australian Journal of Chemistry, 8, pp. 539-544; Davidson, C., Salicylate Metabolism in Man (1971) Annals of the New York Academy of Sciences, 179, pp. 249-268; K.D. Rainford, A. Schweitzer and K. Brune, Autoradiographic and Biochemical Observations on the Distribution of New Non-Steroid Anti-Inflammatory Drugs (submitted for publication); Tempero, K.F., Cirillo, V.J., Steelman, S.L., Diflunisal: A Review of Pharmakokinetic and Pharmacodynamic Properties, Drug Interactions, and Special Tolerability Studies in Humans (1977) Br. J. clin. Pharmac., 4, pp. 315-365; Brooks, P.M., Buchanan, W.W., (1976) Current Management of Rheumatoid Arthritis, p. 33. , W.B., Buchanan, W.C., Di k, Churchill, Edinburgh; Scherrer, R.A., Aryl- and Heteroarylcarboxylic Acids (1974) Anti-Inflammatory Agents. Chemistry and Pharmacology, pp. 45-89. , R.A., Scherrer, M.W., Whitehouse, Academic Press, New York; Kumar, R., Billimora, J.D., Gastric Ulceration and the Content of Salicylate in Plasma in Rats after Administration of14C-Labelled Aspirin and its Synthetic Triglyceride, 1,3-Dipalmitoyl-2(2′-acetoxy-(14C) carboxyl benzoyl)glycerol (1978) J. Pharm. Pharmac., 30, pp. 754-758; M.H. Sherlock, U.S. Patent 3,644,424 (to Shering Corp.), cited in Ref. [25], pp. 45–89 (1974); B. Chiego, Analgesic Salicylic Acid Derivatives, German Patent 2,037,017, Chem., Abst. 76, 24921 (1972); E.T. Burrows and J.M. Johnson, Anti-Inflammatory Salicylic Acid Derivatives, British Patent 1,220,447 (to John Wyeth & Bro. Ltd.), Chem. Abstr. 75, 35462 (1971); Parke, D.V., (1968) The Biochemistry of Foreign Compounds, , Pergamon Press, London; Renson, J., Weissbach, H., Udenfriend, S., On the Mechanism of Oxidative Clearage of Aryl-Alkyl Ethers by Liver Microsomes (1965) Molec. Pharmac., 1, pp. 145-148; Rainsford, K.D., Whitehouse, M.W., Anti-Inflammatory/ Anti-Pyretic Salicylic Acid Esters with Low Gastric Ulcerogenic Activity (1980) Agents and Actions, 10, pp. 451-456; Raey, A.G., Elliott, H.C., Haynes, A.M., The Effect of Methyl Acetyl Salicylate on Renal Tubular Ionic Reabsorption (1969) Proc. Soc. Exp. Biol Med., 132, pp. 307-313; D.P.R.L. Giudicelli and H. Najer, O-Acetyl Salicylic Acid Esters (to Synthélabo S.A.) Ger. Offen, 2,320,945, Chem. Abstr. 80, 26976 (1974)UR - https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019253252&doi=10.1007%2fBF01968047&partnerID=40&md5=4c8677b7df9a1a4d639dc6de4d621f7b"
,,,,6 methylsalicylic acid c 14,"Schweitzer, A.",,,,,,,,
,,,,acetylsalicylic acid c 14,"Green, P.",,,,,,,,
,,,,acetylsalicylic acid methyl ester c 14,"Whitehouse, M. W.",,,,,,,,
,,,,radioisotope,"Brune, K.",,,,,,,,
,,,,salicylic acid h 3,,,,,,,,,
,,,,unclassified drug,,,,,,,,,
,,,,adverse drug reaction,,,,,,,,,
,,,,animal experiment,,,,,,,,,
,,,,article,,,,,,,,,
,,,,autoradiography,,,,,,,,,
,,,,drug comparison,,,,,,,,,
,,,,drug distribution,,,,,,,,,
,,,,oral drug administration,,,,,,,,,
,,,,pharmacokinetics,,,,,,,,,
,,,,rat,,,,,,,,,
,,,,stomach,,,,,,,,,
,,,,stomach ulcer,,,,,,,,,
,,,,whole body autoradiography,,,,,,,,,
,,,,Animals,,,,,,,,,
,,,,Aspirin,,,,,,,,,
,,,,Male,,,,,,,,,
,,,,Rats,,,,,,,,,
,,,,Salicylates,,,,,,,,,
,,,,Salicylic Acids,,,,,,,,,
,,,,Tissue Distribution,,,,,,,,,
,,,,Animalia,,,,,,,,,
